clip_id,split,subject_id,engagement,frame_path,status
2100551069.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551069.jpg,ok
2100551071.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551071.jpg,ok
2100551072.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551072.jpg,ok
2100551073.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551073.jpg,ok
2100551074.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551074.jpg,ok
2100551075.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551075.jpg,ok
2100551076.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551076.jpg,ok
2100551077.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551077.jpg,ok
2100551079.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551079.jpg,ok
2100551080.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551080.jpg,ok
2100551081.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100551081.jpg,ok
2100552002.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552002.jpg,ok
2100552003.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552003.jpg,ok
2100552004.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552004.jpg,ok
2100552005.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552005.jpg,ok
2100552006.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552006.jpg,ok
2100552007.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552007.jpg,ok
2100552008.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552008.jpg,ok
2100552009.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552009.jpg,ok
2100552010.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552010.jpg,ok
2100552011.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552011.jpg,ok
2100552012.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552012.jpg,ok
2100552013.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552013.jpg,ok
2100552014.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552014.jpg,ok
2100552015.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552015.jpg,ok
2100552016.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552016.jpg,ok
2100552017.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552017.jpg,ok
2100552018.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552018.jpg,ok
2100552019.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552019.jpg,ok
2100552021.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552021.jpg,ok
2100552022.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552022.jpg,ok
2100552023.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552023.jpg,ok
2100552024.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552024.jpg,ok
2100552025.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552025.jpg,ok
2100552027.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552027.jpg,ok
2100552028.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552028.jpg,ok
2100552029.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552029.jpg,ok
2100552030.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552030.jpg,ok
2100552031.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552031.jpg,ok
2100552032.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552032.jpg,ok
2100552033.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552033.jpg,ok
2100552034.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552034.jpg,ok
2100552035.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552035.jpg,ok
2100552037.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552037.jpg,ok
2100552038.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552038.jpg,ok
2100552039.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552039.jpg,ok
2100552041.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552041.jpg,ok
2100552042.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552042.jpg,ok
2100552043.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552043.jpg,ok
2100552044.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552044.jpg,ok
2100552045.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552045.jpg,ok
2100552047.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552047.jpg,ok
2100552048.avi,Train,210055,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552048.jpg,ok
2100552051.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552051.jpg,ok
2100552052.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552052.jpg,ok
2100552053.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552053.jpg,ok
2100552055.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552055.jpg,ok
2100552057.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552057.jpg,ok
2100552059.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552059.jpg,ok
2100552060.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552060.jpg,ok
2100552061.avi,Train,210055,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552061.jpg,ok
2100552062.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552062.jpg,ok
2100552063.avi,Train,210055,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552063.jpg,ok
2100552065.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552065.jpg,ok
2100552066.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552066.jpg,ok
2100552068.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552068.jpg,ok
2100552072.avi,Train,210055,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100552072.jpg,ok
2100561006.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561006.jpg,ok
2100561010.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561010.jpg,ok
2100561011.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561011.jpg,ok
2100561013.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561013.jpg,ok
2100561014.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561014.jpg,ok
2100561015.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561015.jpg,ok
2100561016.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561016.jpg,ok
2100561018.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561018.jpg,ok
2100561019.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561019.jpg,ok
2100561020.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561020.jpg,ok
2100561021.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561021.jpg,ok
2100561022.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561022.jpg,ok
2100561023.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561023.jpg,ok
2100561024.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561024.jpg,ok
2100561027.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561027.jpg,ok
2100561029.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561029.jpg,ok
2100561032.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561032.jpg,ok
2100561038.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561038.jpg,ok
2100561043.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561043.jpg,ok
2100561044.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561044.jpg,ok
2100561046.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561046.jpg,ok
2100561051.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561051.jpg,ok
2100561052.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561052.jpg,ok
2100561053.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561053.jpg,ok
2100561054.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561054.jpg,ok
2100561056.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561056.jpg,ok
2100561057.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561057.jpg,ok
2100561058.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561058.jpg,ok
2100561059.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561059.jpg,ok
2100561062.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561062.jpg,ok
2100561063.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561063.jpg,ok
2100561064.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561064.jpg,ok
2100561065.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561065.jpg,ok
2100561070.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561070.jpg,ok
2100561071.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561071.jpg,ok
2100561074.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561074.jpg,ok
2100561079.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100561079.jpg,ok
2100562001.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562001.jpg,ok
2100562002.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562002.jpg,ok
2100562003.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562003.jpg,ok
2100562004.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562004.jpg,ok
2100562005.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562005.jpg,ok
2100562007.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562007.jpg,ok
2100562008.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562008.jpg,ok
2100562009.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562009.jpg,ok
2100562010.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562010.jpg,ok
2100562011.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562011.jpg,ok
2100562012.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562012.jpg,ok
2100562013.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562013.jpg,ok
2100562014.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562014.jpg,ok
2100562015.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562015.jpg,ok
2100562017.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562017.jpg,ok
2100562018.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562018.jpg,ok
2100562019.avi,Train,210056,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562019.jpg,ok
2100562020.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562020.jpg,ok
2100562024.avi,Train,210056,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562024.jpg,ok
2100562026.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562026.jpg,ok
2100562027.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562027.jpg,ok
2100562029.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562029.jpg,ok
2100562030.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562030.jpg,ok
2100562032.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562032.jpg,ok
2100562033.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562033.jpg,ok
2100562034.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562034.jpg,ok
2100562035.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562035.jpg,ok
2100562037.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562037.jpg,ok
2100562038.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562038.jpg,ok
2100562039.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562039.jpg,ok
2100562040.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562040.jpg,ok
2100562042.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562042.jpg,ok
2100562043.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562043.jpg,ok
2100562044.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562044.jpg,ok
2100562046.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562046.jpg,ok
2100562047.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562047.jpg,ok
2100562048.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562048.jpg,ok
2100562049.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562049.jpg,ok
2100562050.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562050.jpg,ok
2100562051.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562051.jpg,ok
2100562053.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562053.jpg,ok
2100562054.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562054.jpg,ok
2100562055.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562055.jpg,ok
2100562056.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562056.jpg,ok
2100562058.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562058.jpg,ok
2100562059.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562059.jpg,ok
2100562060.avi,Train,210056,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562060.jpg,ok
2100562061.avi,Train,210056,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100562061.jpg,ok
2100571001.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571001.jpg,ok
2100571002.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571002.jpg,ok
2100571004.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571004.jpg,ok
2100571007.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571007.jpg,ok
2100571008.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571008.jpg,ok
2100571009.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571009.jpg,ok
2100571011.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571011.jpg,ok
2100571012.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571012.jpg,ok
2100571013.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571013.jpg,ok
2100571015.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571015.jpg,ok
2100571017.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571017.jpg,ok
2100571018.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571018.jpg,ok
2100571019.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571019.jpg,ok
2100571020.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571020.jpg,ok
2100571021.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571021.jpg,ok
2100571022.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571022.jpg,ok
2100571023.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571023.jpg,ok
2100571024.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571024.jpg,ok
2100571025.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571025.jpg,ok
2100571027.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571027.jpg,ok
2100571029.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571029.jpg,ok
2100571030.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571030.jpg,ok
2100571031.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571031.jpg,ok
2100571033.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571033.jpg,ok
2100571034.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571034.jpg,ok
2100571036.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571036.jpg,ok
2100571038.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571038.jpg,ok
2100571039.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571039.jpg,ok
2100571040.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571040.jpg,ok
2100571041.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571041.jpg,ok
2100571042.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571042.jpg,ok
2100571044.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571044.jpg,ok
2100571045.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571045.jpg,ok
2100571046.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571046.jpg,ok
2100571047.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571047.jpg,ok
2100571048.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571048.jpg,ok
2100571049.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571049.jpg,ok
2100571050.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571050.jpg,ok
2100571051.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571051.jpg,ok
2100571052.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571052.jpg,ok
2100571053.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571053.jpg,ok
2100571055.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571055.jpg,ok
2100571056.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571056.jpg,ok
2100571057.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571057.jpg,ok
2100571058.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571058.jpg,ok
2100571061.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571061.jpg,ok
2100571062.avi,Train,210057,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571062.jpg,ok
2100571063.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571063.jpg,ok
2100571064.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571064.jpg,ok
2100571065.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571065.jpg,ok
2100571066.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571066.jpg,ok
2100571067.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571067.jpg,ok
2100571068.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571068.jpg,ok
2100571069.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571069.jpg,ok
2100571070.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571070.jpg,ok
2100571072.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571072.jpg,ok
2100571073.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571073.jpg,ok
2100571074.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571074.jpg,ok
2100571075.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571075.jpg,ok
2100571077.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571077.jpg,ok
2100571078.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571078.jpg,ok
2100571079.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571079.jpg,ok
2100571081.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571081.jpg,ok
2100571082.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100571082.jpg,ok
2100572001.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100572001.jpg,ok
2100572002.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100572002.jpg,ok
2100572004.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100572004.jpg,ok
2100572006.avi,Train,210057,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100572006.jpg,ok
2100572009.avi,Train,210057,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/2100572009.jpg,ok
