clip_id,raw_answer,predicted,ground_truth
8264120240.avi,"Expression: The student's facial expression appears neutral. They have a slight frown or possibly a contemplative look.
Posture: The student is seated with their body facing the camera, but their head is turned to the side and away from the screen, indicating they may not be fully engaged in the video.
Rating: 1 [The student's partial engagement could suggest an interest in the content, but their body posture does not indicate a high level of attentiveness.]",1,0
5000951027.avi,"Expression: The student has a thoughtful, neutral expression on his face. He appears to be focused on the screen.
Posture: He is sitting in front of the screen with good posture, maintaining eye contact with it.
Rating: 2",2,1
5100402015.avi,"Expression: The student appears to be focused, with a slight frown and a serious expression.
Posture: The student is sitting upright in a chair, wearing headphones, and looking directly at the camera.
Rating: 2",2,2
9403280246.avi,"Expression: Smiling, with her eyes looking directly at the camera.
Posture: Sitting straight up in a chair, her hands resting on her lap and her feet flat on the floor.
Rating: 2 (Engaged, but not highly engaged).",2,3
9289010114.avi,"Expression: The student is wearing glasses and has a neutral expression, possibly concentrating.
Posture: They appear to be sitting upright with good posture.
Rating: 2",2,1
5100351042.avi,"Expression: The student appears to have a neutral or slightly uninterested facial expression, with no visible signs of excitement or intense focus.
Posture: The student is seated comfortably in an office chair and has their head turned to the side, possibly paying attention to something outside the frame of the image.
Rating: 2 [Based on their neutral expression and body posture, it seems they are only mildly engaged with whatever they are watching.]",2,1
5000671038.avi,"Expression: The student appears to be making a serious face.
Posture: The student is sitting with their body leaning forward slightly, hands resting on the lap or a surface in front of them.
Rating: 2 - The student seems focused but not highly engaged as they are not actively participating in the video or looking at it directly.",2,2
88265401660.mp4,"Expression: The student has a neutral expression on their face.
Posture: She is sitting down in front of the screen.
Rating: 2 (engaged)",2,3
907001310.mp4,"Expression: The student appears to be making a funny or sarcastic face, with one eyebrow raised and their head slightly tilted.
Posture: The student is sitting in front of a computer screen, looking directly at it.
Rating: 2",2,3
5100452023.avi,"Expression: The student appears to be focused and attentive.
Posture: The student is sitting upright in a chair, with hands resting on their lap or arms crossed.
Rating: 2",2,2
8264120127.avi,"Expression: The student has a neutral expression, with no obvious signs of excitement or boredom.
Posture: They are seated in front of the camera, facing towards it.
Rating: 2 [The student appears to be attentively watching the video, but their facial expression does not show any strong emotion, which would suggest a higher engagement level.]",2,1
8264120263.avi,"Expression: The student's face appears to be distorted, with one side appearing larger than the other, giving a somewhat exaggerated or caricature effect. They are looking down and have a pensive or contemplative expression.
Posture: The student is seated in an upright position, possibly leaning slightly forward with their head resting on their hand.
Rating: 2 [Based on this image alone, it's difficult to accurately gauge the student's engagement level due to the distorted facial features and the potential for the image being manipulated or taken out of context.]",2,1
5100471012.avi,"Expression: The student appears to be pondering or deep in thought, with a thoughtful and focused expression.
Posture: The student is sitting upright at a desk, which suggests an active engagement in the educational video.
Rating: 2 - The student seems engaged but not highly so, as they are not visibly interacting with the content (e.g., writing notes or actively discussing it).",2,2
5100091012.avi,"Expression: The student has a neutral facial expression, appearing to be looking directly at the camera.
Posture: The student is sitting upright with their arms resting on their legs.
Rating: 2 [Based on the image, it's not possible to accurately gauge the student's engagement level without knowing what they are watching or their level of concentration.]",2,2
5000442015.avi,"Expression: The student appears to have a neutral expression with no strong emotions.
Posture: The student is seated, sitting upright on a chair, and has their arms resting by their sides.
Rating: 2 [The student seems engaged but not highly engaged. Their body posture is relaxed rather than attentively leaning forward or demonstrating other signs of active engagement.]",2,2
5100381037.avi,"Expression: The young man appears to be focused or even possibly bored. His eyes are slightly closed, and he is looking down and not directly at the camera.
Posture: He is sitting in a relaxed position with his arms at rest, which may suggest that he is comfortable but not highly engaged.
Rating: 2

Please note that this rating assumes that there are no external factors or context to consider beyond what is visible in the image. It's important to consider that individuals' engagement levels can be influenced by a wide range of factors, including their interests, motivation, and comfort with the content they are viewing.",2,2
5100091025.avi,"Expression: The student appears to have a neutral or contemplative expression, with a slight frown and eyes looking slightly away from the camera.
Posture: The student is sitting in front of a red door, possibly inside a room with a white wall. They are leaning forward slightly towards the camera.
Rating: 2 [The student seems to be engaged but not highly so.]",2,2
5100092040.avi,"Expression: The student is looking slightly to the side with a neutral expression.
Posture: They are seated in front of a laptop, leaning forward slightly and wearing a blue shirt.
Rating: 2",2,3
5000952015.avi,"Expression: The student appears to have a neutral expression, with a slight frown.
Posture: The student is sitting with their head turned towards the camera and their hands resting on their lap.
Rating: 2 [Based on the image, it's difficult to accurately assess the engagement level without knowing more about the context or the student's interaction with the video.]",2,3
5100351004.avi,"Expression: The student has a contemplative expression, with their head slightly tilted down and eyes looking off to the side.
Posture: The student is sitting upright in a chair, with one hand resting on their face.
Rating: 2",2,2
5100471045.avi,"Expression: The student is making a contemplative or thoughtful expression.
Posture: The student is sitting with his hand on his chin, which might be a sign of deep thinking or pondering.
Rating: 2",2,2
5100382011.avi,"Expression: The student has a neutral facial expression.
Posture: The student is sitting with his arms crossed.
Rating: 2",2,3
8264120136.avi,"Expression: The student's facial expression appears to be neutral with a slight smile, indicating a sense of curiosity or interest.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
9403280241.avi,"Expression: The student is smiling and appears to be happy or enjoying the video.
Posture: The student is sitting in a classroom setting, with their headphones on, looking towards the camera.
Rating: 2 - They seem to be engaged in the educational video, but it's not clear if they are highly engaged as there could be more context required to determine that level of engagement.",2,3
5100471069.avi,"Expression: The student is smiling and looking towards the camera.
Posture: The student appears to be sitting in a casual position with one hand on their chin, which could suggest deep thought or contemplation.
Rating: 2 [Based on the image alone, it's difficult to determine the exact level of engagement without observing the video content and the student's interaction with it.]",2,3
5000672019.avi,"Expression: The student has a neutral facial expression, looking directly at the camera.
Posture: The student is sitting in front of a bed with posters on the wall behind him, and he appears relaxed, holding headphones around his neck.
Rating: 2 - He seems to be engaged but not highly engaged in the video.",2,3
5000952038.avi,"Expression: The student is looking down and to the side, with a neutral expression.
Posture: The student is sitting in front of their camera with a relaxed posture.
Rating: 2",2,3
5100351010.avi,"Expression: The student appears to be in a relaxed state with a slightly closed or puckered mouth.
Posture: He is seated, possibly at a desk, with his head tilted forward and his eyes looking downward. His left hand is resting on his face while his right hand holds a pair of earphones.
Rating: 2 [This suggests that the student might not be fully engaged in the content they are watching.]",2,2
5000951024.avi,"Expression: The student has a bored look on their face, with slightly closed eyes and a relaxed posture.
Posture: They are leaning back in their chair with their hands on their face, suggesting a state of disinterest or daydreaming.
Rating: 1",1,1
5100472001.avi,"Expression: The student appears to be looking down, possibly towards the camera or something on a desk in front of him.
Posture: The student's body is relaxed with his hands resting in front of him.
Rating: 2 - Barely engaged.",2,1
5000952062.avi,"Expression: The student has a neutral, relaxed facial expression. They are looking directly at the camera with their mouth slightly open.
Posture: The student is seated with their arms resting on a surface in front of them.
Rating: 1 [Their body language and positioning suggest they might be mildly engaged, but not actively participating or focused on the content.",1,1
5100361056.avi,"Expression: The student appears to be focused and looking directly at the camera.
Posture: The student is sitting upright with a neutral posture, suggesting attentiveness.
Rating: 2 - The student seems engaged but not highly engaged, as they are not displaying any overt signs of excitement or emotion while watching the educational video.",2,2
5000952077.avi,"Expression: The student appears to be making a playful or mocking face, perhaps trying to make a joke.
Posture: Sitting with his head slightly tilted downwards and hands in front of him.
Rating: 1",1,2
5100401065.avi,"Expression: The student appears to have a neutral or slightly focused facial expression, with a small frown or slight furrowing of the brow.
Posture: The student is sitting upright in a chair, maintaining a relaxed posture.
Rating: 2",2,1
9403280260.avi,"Expression: The student has a neutral expression on their face.
Posture: She is sitting in front of a laptop with headphones on her ears, looking to the left side of the image.
Rating: 2",2,3
5100471080.avi,"Expression: The student appears to be focused and attentive, looking directly at the camera.
Posture: The student is sitting with a relaxed posture, leaning slightly forward.
Rating: 2",2,2
5100342008.avi,"Expression: The student's facial expression is neutral, with a slight hint of boredom or concern. They are looking to the side.
Posture: The student is sitting upright in a chair, maintaining an attentive posture.
Rating: 2",2,2
5100381054.avi,"Expression: The student appears to have a neutral expression, with no strong emotions evident.
Posture: The person is sitting upright in front of the camera with their head turned slightly to the side.
Rating: 2",2,2
9289010210.avi,"Expression: The student has a neutral expression on her face, with a slight smile and her head turned to the side.
Posture: She appears to be sitting at a table or desk, with the video in front of her, possibly on a laptop or monitor.
Rating: 2 - The student seems to be engaged but not fully immersed in the educational content.",2,3
5100462045.avi,"Expression: The student appears to have a serious expression on their face.
Posture: They are sitting in front of the camera with one arm propped up, which might indicate that they are listening attentively.
Rating: 2 - they seem to be actively engaged and focused on the video or material displayed.",2,2
9289010276.avi,"Expression: The student has a neutral expression with her mouth slightly open, possibly indicating she is listening or concentrating.
Posture: She is sitting upright in front of the video equipment.
Rating: 2",2,1
9877360234.avi,"Expression: The student has a neutral expression on their face, with slightly furrowed brows and a small smile. Their eyes are focused straight ahead, possibly at the camera or the screen in front of them.
Posture: The student is sitting upright in an office chair, facing forward towards what appears to be a desk or table.
Rating: 2 [The student's posture suggests that they are not actively engaged in the video content but are rather posing for the camera.]",2,3
5100401062.avi,"Expression: The student appears to have a neutral expression with his head turned slightly towards the camera.
Posture: He is sitting upright in front of a computer screen, wearing headphones and glasses.
Rating: 2",2,3
5000672048.avi,"Expression: The student has a neutral facial expression, with a slight frown on his face.
Posture: The student is sitting in front of the camera, facing it directly.
Rating: 2 [Based on his posture and the absence of any clear signs of engagement, I would rate his engagement level as moderate. It appears that he may be slightly focused or interested in the video content.]",2,2
5000671070.avi,"Expression: The student appears to be concentrating with a neutral expression, possibly even focused on the content.
Posture: The student is sitting upright in front of their computer.
Rating: 2 - The student is actively engaged in watching the video. They are not making any physical gestures or showing signs of disinterest but seem attentive to the material being displayed.",2,1
8264120156.avi,"Expression: The student appears to have a concerned or puzzled expression, with their hand on their forehead and furrowed brow.
Posture: The student is seated in front of the camera with an upright posture, possibly leaning slightly forward.
Rating: 2 [based on their facial expression, it seems they are actively engaged but not fully immersed in the content]",2,1
907001950.mp4,"Expression: The student is looking downward, possibly contemplating or focused on the content of the video.
Posture: The student is sitting upright at a desk, with their arms resting on the table.
Rating: 2 [The student appears to be engaged in watching the video, but not overly expressive about it.]",2,1
88265402690.mp4,"Expression: Serious
Posture: Sitting upright
Rating: 2 (barely engaged)",2,3
5100401043.avi,"Expression: The student appears to have a neutral expression, with slightly furrowed brows and a small smile.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2 - It's difficult to determine from this image whether the student is highly engaged or not as there are no visible signs of active engagement, such as note-taking or interactive participation with the video content.",2,1
998826011.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is seated in front of a desk or table, wearing headphones and possibly glasses. They are looking towards their right.
Rating: 2 [The student seems to be engaged but not highly engaged, as they are not actively participating in the video and are instead just watching it.]",2,3
5100461038.avi,"Expression: The man has a neutral facial expression.
Posture: He is sitting with his head down and hands in front of him, looking directly at the camera.
Rating: 2 [Based on the limited visual information available, it appears that the student might not be fully engaged in watching the educational video.]",2,2
5100092061.avi,"Expression: The student appears to have a neutral or thoughtful expression, looking directly at the camera.
Posture: The student is sitting in front of a wall, with their body facing the camera and no visible movement or gesturing.
Rating: 2 - The student seems engaged but not highly engaged as they are only looking at the camera without any apparent interaction with the content on the screen.",2,3
5100421026.avi,"Expression: The student has a neutral expression with a slightly furrowed brow, possibly indicating concentration.
Posture: He is sitting upright with his head held straight and facing the camera.
Rating: 2",2,3
8264120132.avi,"Expression: The student has a neutral expression, possibly focused on the video.
Posture: They are sitting with their hands together and looking towards the camera or screen.
Rating: 2 - The student seems to be paying attention to the educational video, but not fully engaged as they might appear to be daydreaming or waiting for something.",2,2
5100341033.avi,"Expression: The student appears to be concentrating or looking down, with a neutral facial expression.
Posture: The student is seated at a desk and facing the camera.
Rating: 2 [Based on the visible part of their body in the image, it seems that they are actively engaged in watching the video.]",2,2
88265401740.mp4,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright at a desk or table.
Rating: 2 - The student seems engaged but might not be fully absorbed in the content of the video.",2,3
88265401750.mp4,"Expression: The student appears to be frowning, possibly in concentration or mild discomfort.
Posture: They are sitting at a desk with their gaze directed towards the left side of the image.
Rating: 2 - Moderate engagement level, as they appear focused but not visibly enthusiastic or highly engaged.",2,1
5100472005.avi,"Expression: The student has a focused and somewhat contemplative expression, with his mouth slightly open. He appears to be listening attentively or possibly even talking to someone not visible in the frame.
Posture: The student is seated at a desk in a room that looks like an office or classroom. He's looking off to the side, which could suggest he is absorbed in thought or observing something else.
Rating: 2 - The student seems somewhat engaged with whatever he's viewing or listening to, but not highly engaged as there's no visible sign of strong interest or concentration on his face.",2,2
88265401190.mp4,"Expression: The student appears to be concentrating or paying attention, looking slightly off to the side.
Posture: The student is seated with a neutral body posture, leaning slightly forward towards the computer screen.
Rating: 2",2,3
8264120229.avi,"Expression: The student appears to have a neutral expression, with her lips closed and a relaxed facial feature.
Posture: Her body posture is upright, with her torso straight and her arms at her sides.
Rating: 2 [She seems to be engaged in the video but not highly so.]",2,2
5100342022.avi,"Expression: The student has a thoughtful or pensive expression, with their hands held over their face and head slightly tilted.
Posture: The student is sitting with their body leaning forward, elbows resting on the table.
Rating: 2 - The student appears to be somewhat engaged, possibly considering the information presented in the video.",2,0
5000671065.avi,"Expression: The student appears to have a serious or contemplative facial expression.
Posture: They are seated with their body relaxed, hands by their sides.
Rating: 2",2,2
5100471047.avi,"Expression: The student is looking to the side with a neutral expression.
Posture: The student has their hand on their chin, which may suggest they are thinking or contemplating something.
Rating: 2 - They appear to be engaged in watching the video but it's not clear if they are highly engaged.",2,3
5000951015.avi,"Expression: The student is frowning and has a thoughtful or concerned look on his face.
Posture: The student's hand is resting on his cheek, which might indicate that he is deep in thought or bored.
Rating: 1",1,3
5000441009.avi,"Expression: The student appears to be focused and attentive, with a neutral expression on their face.
Posture: They are sitting upright in a chair, suggesting an attentive posture.
Rating: 2",2,3
8264120150.avi,"Expression: The student appears to be looking down, with a slight frown or neutral expression.
Posture: She is sitting at a desk with her arms resting on the surface in front of her.
Rating: 2",2,1
9403280138.avi,"Expression: The student appears neutral, with a slight hint of focus.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000952064.avi,"Expression: The person in the image appears to be looking off to the side with a neutral expression.
Posture: The student is sitting with their back to the camera, and it seems they are wearing headphones.
Rating: 2",2,3
5000441046.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: They are sitting down with their arms relaxed by their side, not actively engaged in any action or interaction.
Rating: 2",2,3
5100402062.avi,"Expression: The student appears to be focused, with a neutral expression on their face.
Posture: They are seated in front of the camera.
Rating: 2",2,1
8264120243.avi,"Expression: The student has a contemplative expression, with their hand on their head and a thoughtful look on their face.
Posture: They are sitting down with one arm resting on their head.
Rating: 2",2,1
5100341038.avi,"Expression: Serious facial expression, with slight hint of a smile.
Posture: Sitting upright with hands resting on the table or desk.
Rating: 2",2,2
5100341043.avi,"Expression: The student appears to have a neutral expression, with their mouth slightly open and eyes looking straight ahead.
Posture: The student is seated in front of a computer with one hand resting on the desk and the other arm relaxed by their side. They seem to be comfortably seated in a chair.
Rating: 2 [Based on the image alone, it's difficult to accurately gauge the student's level of engagement without knowing what the educational video contains or observing their interaction with the content. However, their posture suggests that they are at least somewhat engaged with the material.]",2,1
5100472027.avi,"Expression: The student has a neutral facial expression, looking straight ahead with a slight frown.
Posture: The student is sitting upright in a chair with his arms resting on the back of it.
Rating: 2 [Based on the image, the student appears to be attentive but not fully engaged, as there are no signs of strong emotional reactions or body language indicative of deep engagement.]",2,3
5100381058.avi,"Expression: The student is looking down with a serious expression.
Posture: He appears to be sitting upright, but there's not much information about his body posture.
Rating: 1 [Based on the single frame of the image, it's difficult to accurately assess his engagement level.]",1,2
987736017.avi,"Expression: The student appears to be looking upwards and to the side, with a neutral facial expression.
Posture: They are sitting at a desk, likely on a chair.
Rating: 2",2,2
5000671061.avi,"Expression: The student appears to have a neutral facial expression, with minimal visible emotion.
Posture: The student is seated and looking directly at the camera, with a relaxed posture.
Rating: 2 - He seems to be engaged but not highly involved in the content being watched or discussed.",2,1
5000671010.avi,"Expression: The student appears to be focused on the camera.
Posture: The student is sitting with a neutral posture, looking directly at the camera.
Rating: 2",2,3
5100381008.avi,"Expression: The student's expression appears to be neutral with a hint of introspection or concentration.
Posture: The student is sitting up straight in front of the camera, which suggests they are engaged but possibly not physically active during the video.
Rating: 2",2,2
9877360147.avi,"Expression: The student has a neutral facial expression, with her head slightly tilted and looking straight ahead.
Posture: She is sitting in an office chair at a desk, with one hand on the table.
Rating: 2",2,3
5000952054.avi,"Expression: The student appears to be looking down, possibly at a book or notes.
Posture: The student is sitting with their head down and looking forward, which indicates they might be focused on something in front of them.
Rating: 2 [The student seems to be engaged but not highly engaged.]",2,2
5000952034.avi,"Expression: The student appears to be looking slightly away from the screen with a neutral expression, not fully focused on the content.
Posture: The person is seated in front of the camera with their head turned to one side and chin resting on hand.
Rating: 1.5",1,1
88265402660.mp4,"Expression: The student has a neutral expression, looking slightly to the side with her mouth closed and eyes focused.
Posture: The student is seated upright at a desk or table in front of her.
Rating: 2 - The student appears engaged but not highly engaged as her posture and gaze are more directed toward something off-camera than directly watching the video.",2,3
5100401011.avi,"Expression: The student's facial expression is neutral, with a slight smile. They appear to be relaxed and comfortable.
Posture: The student is sitting in front of the screen with their arms resting on their knees or by their side. This suggests a casual posture.
Rating: 2 [The student seems somewhat engaged but not highly invested in the content being displayed on the screen.]",2,2
8264120282.avi,"Expression: The student appears to be focused and attentive, with a calm and neutral expression.
Posture: The student is sitting upright in their chair.
Rating: 2",2,1
5100462003.avi,"Expression: The student appears to be unenthusiastic or possibly confused, with a slightly furrowed brow and head tilted slightly.
Posture: The student is seated upright but leans forward slightly, suggesting attentiveness.
Rating: 2",2,1
5100451004.avi,"Expression: The student has a neutral facial expression with a hint of focus.
Posture: He is sitting upright and facing the camera.
Rating: 2",2,3
5000672052.avi,"Expression: The student appears to have a contemplative or serious expression on their face.
Posture: The person is sitting with their back slightly leaned forward and their head turned towards the camera.
Rating: 2",2,3
5100472054.avi,"Expression: The student has a neutral facial expression with a slight smile.
Posture: The student is sitting in a comfortable position, leaning back slightly on a red door or cupboard.
Rating: 2",2,2
5000671047.avi,"Expression: The student appears to be slightly distracted, with a neutral expression on his face.
Posture: The student is sitting in front of a computer screen, leaning slightly forward.
Rating: 2",2,2
88265401490.mp4,"Expression: The student has a neutral expression.
Posture: They are sitting in front of the camera with their arms resting on their legs, indicating a relaxed body posture.
Rating: 2",2,3
8264120116.avi,"Expression: The student has a neutral expression on her face, with no pronounced emotions.
Posture: She is sitting in a comfortable position, leaning slightly to one side.
Rating: 2 [Based on the image alone, it's difficult to determine a high level of engagement without more context.]",2,1
8264120256.avi,"Expression: The student appears to be looking away from the camera with a neutral expression.
Posture: They are sitting in front of the camera, possibly on a chair.
Rating: 2 [The student is not showing strong signs of engagement or focus, as they do not seem to be actively participating in the video or paying close attention to it.]",2,1
5100342028.avi,"Expression: The student appears to be in a state of boredom or disinterest, with his head resting on one hand.
Posture: He's leaning back slightly in his chair.
Rating: 1",1,1
5100092002.avi,"Expression: The student appears to have a neutral expression, with a slightly focused gaze and relaxed facial features.
Posture: The student is sitting upright in a chair, with their body positioned comfortably in front of the camera.
Rating: 2 (barely engaged)",2,3
88265401260.mp4,"Expression: The student has a neutral expression on her face.
Posture: She is sitting upright in a chair, with good posture and eye contact with the camera or screen.
Rating: 2",2,3
9877360256.avi,"Expression: The student is looking straight ahead, with a neutral expression.
Posture: They are sitting in front of the screen at a desk.
Rating: 2 - The student appears to be engaged and focused on the video content.",2,1
9403280245.avi,"Expression: The student appears to be focused and attentive, looking slightly to the side with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2 - The student seems engaged but not highly engaged; they are looking at something off-camera that could be the source of their interest or concentration.",2,3
5100401016.avi,"Expression: The student's face is neutral and they are looking straight ahead, possibly at the camera or a screen in front of them. They have glasses on their face.
Posture: Their body posture appears to be relaxed as they sit back in their chair with their hands not visible in the image.
Rating: 1",1,2
5000951019.avi,"Expression: The student has a thoughtful or possibly pensive look on their face.
Posture: They are seated with one arm resting and the other hand touching their head, giving an impression of deep thought or contemplation.
Rating: 2 - The student appears to be engaged but might be momentarily distracted or in deep thought.",2,1
5100342023.avi,"Expression: The student appears to have a puzzled or contemplative expression, with their hand on their face and the other hand resting on their leg.
Posture: They are sitting in front of a red door, hunched over slightly with their hands on their face and leg, which could suggest confusion or deep thought.
Rating: 2 - The student seems to be engaged in watching the video, but not fully absorbed in the content as they appear to be pondering something else at the same time.",2,1
5000671022.avi,"Expression: The student has a neutral expression, appearing focused on the camera.
Posture: The student is seated with good posture.
Rating: 2",2,2
5000671063.avi,"Expression: The student appears to be focused and looking directly forward.
Posture: The student is sitting in a chair with their body facing the camera.
Rating: 2 - Based on the image, it seems like the student is actively watching the video or engaged in listening to something, but not highly absorbed or showing any strong emotional response.",2,2
5100381021.avi,"Expression: The student appears to be staring blankly ahead with a neutral expression.
Posture: The student is sitting in front of the camera, but their posture is not clear enough to provide an accurate description.
Rating: 2",2,2
5000671069.avi,"Expression: The student appears focused and is staring directly at the camera.
Posture: The student is sitting comfortably, with one hand on their chin, suggesting a relaxed yet engaged posture.
Rating: 2",2,1
5100422034.avi,"Expression: The student has a neutral expression, looking directly at the camera.
Posture: He is sitting in front of a desk with papers on it and is wearing headphones.
Rating: 2",2,2
5100381023.avi,"Expression: The student appears to be focused on the video.
Posture: He is sitting down with a relaxed posture.
Rating: 2",2,3
5100091028.avi,"Expression: The student's face is neutral and he appears focused on the camera.
Posture: The student is seated with a relaxed body posture, possibly leaning forward slightly.
Rating: 2 [Based on the image, it seems like the student is engaged but not highly engaged, as he is not visibly reacting strongly to the content of the video.]",2,2
5000441059.avi,"Expression: The student appears to be frowning or concentrating intently.
Posture: The student is sitting with their head turned to the side, looking at something out of frame.
Rating: 2",2,2
5100402023.avi,"Expression: The student has a neutral facial expression with a slight frown.
Posture: The student is sitting upright in their chair, facing the camera.
Rating: 2 [The student seems to be somewhat engaged in the educational video.]",2,3
5000441048.avi,"Expression: Serious and focused.
Posture: Sitting upright, head slightly tilted downwards.
Rating: 2",2,2
5100461031.avi,"Expression: The student appears to be concentrating or focused on the content of the video.
Posture: They are sitting upright, with a straight back and their attention directed towards the screen.
Rating: 2",2,2
9403280145.avi,"Expression: The student has a neutral expression.
Posture: She is sitting in front of a computer with earphones on, looking to the side of the camera and slightly away from it.
Rating: 2",2,2
5100381034.avi,"Expression: The student appears to be looking downwards, possibly focused on the content of the video.
Posture: The person is sitting with their arms resting on their legs and their back slightly leaning against a wall or chair.
Rating: 2",2,3
5100341074.avi,"Expression: The student appears to be making a neutral or slightly puzzled facial expression.
Posture: The student is seated in front of the camera, with their arms resting on the table.
Rating: 2 [The student seems to be somewhat engaged but not fully focused on the content being displayed.]",2,1
5100472058.avi,"Expression: The student appears to be in a state of distaste, with his mouth slightly open and eyebrows furrowed.
Posture: He is sitting with his head tilted back, looking downward or slightly away from the camera.
Rating: 1",1,1
5000441064.avi,"Expression: The student is looking forward and appears to be focused on the video or something out of frame.
Posture: The student is seated, leaning back slightly with hands resting near their chest or by their side.
Rating: 2 [based on body language, it seems they are engaged in the content they are viewing]",2,2
5100382014.avi,"Expression: The student is looking directly at the camera with a neutral expression.
Posture: The student is sitting in an upright position, facing forward.
Rating: 2 [The student appears to be somewhat engaged with what they are watching, but their posture and direct gaze on the camera suggest that they might not be fully focused on the video.]",2,3
9289010266.avi,"Expression: The student has a calm and neutral facial expression, with their mouth closed.
Posture: They are sitting upright with a slight lean towards the screen, wearing headphones around their neck.
Rating: 2",2,3
5000441008.avi,"Expression: The student appears to be focused and looking straight ahead.
Posture: The student is sitting upright with hands resting on the arms of a chair.
Rating: 2",2,2
9289010262.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: Sitting upright with headphones on, looking directly at the camera or monitor.
Rating: 2 - The student seems engaged in the educational video, but not highly engaged as they are not actively participating in the activity, such as taking notes or interacting with others.",2,3
8264120265.avi,"Expression: The student has a contemplative and focused expression, with their hand resting on their chin.
Posture: They are sitting upright in front of the screen.
Rating: 2",2,1
5100421054.avi,"Expression: The student's facial expression is neutral, with a slight frown and his hand on his chin.
Posture: He is sitting in front of a camera or monitor with pictures in the background, holding a microphone to his ear.
Rating: 2",2,2
5000672075.avi,"Expression: The student appears to have a neutral or slightly serious facial expression.
Posture: He is seated in an upright position with his gaze directed towards the camera.
Rating: 2",2,3
5100461033.avi,"Expression: The student has a neutral facial expression with their head turned to the side, looking towards the camera.
Posture: The student is seated comfortably in an upright position, which suggests a relaxed posture.
Rating: 1",1,2
5100461004.avi,"Expression: The student has a neutral expression, with a small smirk.
Posture: The student is sitting upright and looking directly at the camera.
Rating: 2 [Based on their facial expression and body posture, it seems like they are not fully engaged in the video. Their gaze seems to be directed more towards the viewer than the screen, which suggests a lower level of engagement with the content being displayed.",2,2
5100382062.avi,"Expression: The student appears focused and attentive.
Posture: The student is sitting in front of a laptop, facing the camera with their head angled slightly to the side.
Rating: 2 (engaged)",2,3
5000442009.avi,"Expression: The student has a neutral facial expression, looking straight ahead with a slightly closed mouth.
Posture: The student is sitting in front of a camera, with their back against the wall and legs crossed.
Rating: 2 [Based on the image, it's difficult to determine their level of engagement as they may be listening or watching something not visible in the photo.]",2,3
9403280217.avi,"Expression: The student appears to be concentrating and focused on the content of the educational video.
Posture: They are seated with a straight back, looking directly at the camera.
Rating: 2",2,2
5000951023.avi,"Expression: The student has a contemplative or bored expression, looking down with a slight frown.
Posture: He is sitting, leaning on his arm, and holding his head in his hand, indicating a relaxed posture.
Rating: 2",2,1
5100352022.avi,"Expression: The student appears to be bored or uninterested, with a slight frown and a relaxed expression.
Posture: The student is sitting in an indoor setting with his head slightly tilted to the side. He has one hand resting on a table while the other is holding a smartphone.
Rating: 1 [The student seems to be only mildly engaged or present, and their attention may not be fully focused on the educational video.]",1,1
8264120117.avi,"Expression: The student is making a facial expression that appears to be a silent scream or surprise.
Posture: She is sitting down, holding her head with both hands and possibly covering her mouth.
Rating: 2 - It seems like the student might be bored or unengaged as she is not actively watching the video, and her body language does not indicate active participation.",2,3
5100351001.avi,"Expression: The student's facial expression is focused and contemplative, with their eyes looking down or to the side.
Posture: The student is seated in an upright position in front of a computer screen, suggesting that they are actively engaged with the content displayed on the screen.
Rating: 3 [The student appears highly engaged as they are sitting in front of the computer and watching the video intently.]",3,1
5100352054.avi,"Expression: He appears to be making a funny face or grimacing, which could suggest he is not fully engaged in the content.
Posture: The student is sitting down with his head slightly tilted and looking directly at the camera.
Rating: 1",1,1
9877360133.avi,"Expression: The student is looking down and has a neutral expression.
Posture: They are seated with their hands on the desk in front of them, facing a laptop.
Rating: 2",2,0
5100451017.avi,"Expression: The student appears to have a neutral expression on their face.
Posture: They are sitting upright with their hands in front of them, possibly resting on their thighs or knees.
Rating: 2",2,2
987736022.avi,"Expression: The student appears to be focused on the video, with a neutral expression and eyes looking ahead.
Posture: The student is seated in a chair at a desk, likely in front of a computer or other screen displaying the educational video.
Rating: 2 (engaged)",2,2
5000671049.avi,"Expression: Serious and focused.
Posture: Sitting in front of a wall with posters, wearing headphones.
Rating: 2",2,1
5000951045.avi,"Expression: The student appears to be focused and intently listening.
Posture: The student is sitting down with headphones on, looking directly at the camera.
Rating: 2",2,2
5100351013.avi,"Expression: The student appears to have a neutral facial expression with a slight smirk.
Posture: The student is sitting in front of the computer, looking directly at it.
Rating: 2",2,1
5100462048.avi,"Expression: The student appears to have a neutral or slightly distracted expression, with a subtle smile. They are looking directly at the camera.
Posture: The student is seated and leaning in towards the camera, suggesting some level of interest or engagement.
Rating: 2",2,2
9289010271.avi,"Expression: The student appears to be focused and attentive.
Posture: The student is sitting with a neutral posture, leaning slightly forward.
Rating: 2 (engaged)",2,2
