clip_id,true_class,p1_sim_l0,p1_sim_l1,p1_sim_l2,p1_sim_l3,p1_argmax,p2_sim_l0,p2_sim_l1,p2_sim_l2,p2_sim_l3,p2_argmax,p3_sim_l0,p3_sim_l1,p3_sim_l2,p3_sim_l3,p3_argmax
8264120279.avi,1,0.21496903896331787,0.2219378650188446,0.22848770022392273,0.20856717228889465,2,0.21167965233325958,0.2491728812456131,0.2244400680065155,0.20718435943126678,1,0.22250792384147644,0.23781593143939972,0.23008938133716583,0.19148072600364685,1
5100451049.avi,3,0.22860819101333618,0.22300782799720764,0.25448116660118103,0.22532497346401215,2,0.2207062542438507,0.25191646814346313,0.24654506146907806,0.2060386836528778,1,0.22567366063594818,0.250067800283432,0.2605537176132202,0.22126924991607666,2
9877360172.avi,1,0.24525806307792664,0.26591774821281433,0.26135799288749695,0.24815548956394196,1,0.22226916253566742,0.27327173948287964,0.2616935670375824,0.2357209324836731,1,0.2429075539112091,0.2712166905403137,0.2746639847755432,0.23569990694522858,2
5100351022.avi,0,0.22280152142047882,0.21141645312309265,0.23790445923805237,0.2235194444656372,2,0.20332524180412292,0.2544717788696289,0.2275441735982895,0.21507856249809265,1,0.22402317821979523,0.25468847155570984,0.2599887251853943,0.2007935643196106,2
9403280251.avi,2,0.2040165513753891,0.19949162006378174,0.2239535003900528,0.21661481261253357,2,0.2062731385231018,0.2541673183441162,0.2471969574689865,0.21872201561927795,1,0.21922552585601807,0.2049638330936432,0.24586664140224457,0.21731975674629211,2
9877360157.avi,1,0.254097044467926,0.2600194811820984,0.26405230164527893,0.24787801504135132,2,0.22563450038433075,0.28123655915260315,0.26373720169067383,0.2343546450138092,1,0.25889790058135986,0.2598464787006378,0.2794237732887268,0.2568279504776001,2
5100462071.avi,2,0.15172284841537476,0.18555070459842682,0.20526984333992004,0.18123632669448853,2,0.16818946599960327,0.20209702849388123,0.20190612971782684,0.16850066184997559,1,0.188073068857193,0.2197120487689972,0.25002625584602356,0.17985695600509644,2
9289010145.avi,1,0.2730502486228943,0.26085805892944336,0.27292731404304504,0.2738390564918518,3,0.26483777165412903,0.3059908151626587,0.3210206627845764,0.26780256628990173,2,0.21927180886268616,0.24647074937820435,0.2501705288887024,0.28556370735168457,3
5100401034.avi,1,0.2117224633693695,0.2270490676164627,0.23819737136363983,0.21139408648014069,2,0.20882092416286469,0.2703896760940552,0.24462436139583588,0.21838118135929108,1,0.23696397244930267,0.24940025806427002,0.24714785814285278,0.2215859293937683,1
5100422071.avi,3,0.19849532842636108,0.22604763507843018,0.23597243428230286,0.22034808993339539,2,0.1889936327934265,0.24094919860363007,0.2442317008972168,0.22119778394699097,2,0.20210415124893188,0.23805320262908936,0.2384604513645172,0.2041856050491333,2
8264120269.avi,1,0.2339252233505249,0.2340293824672699,0.2409602403640747,0.21412716805934906,2,0.25569480657577515,0.26169553399086,0.24899980425834656,0.2296990007162094,1,0.23873424530029297,0.24424923956394196,0.24512244760990143,0.23369042575359344,2
5000671050.avi,2,0.2245502918958664,0.248259037733078,0.2426358461380005,0.2164578139781952,1,0.24127225577831268,0.2822752296924591,0.2599559426307678,0.2291201800107956,1,0.219731867313385,0.24293553829193115,0.24668574333190918,0.22382621467113495,2
8264120169.avi,1,0.2602478265762329,0.26137179136276245,0.2324448674917221,0.21222208440303802,1,0.26186761260032654,0.2619384527206421,0.230096697807312,0.21877720952033997,1,0.2510632276535034,0.2612746059894562,0.24308063089847565,0.20560027658939362,1
5100461057.avi,2,0.1606234908103943,0.19012939929962158,0.1904371976852417,0.17945630848407745,2,0.1622443050146103,0.19417256116867065,0.20782387256622314,0.1730467975139618,2,0.16948288679122925,0.2121976613998413,0.22059443593025208,0.1780208945274353,2
5100401026.avi,3,0.2190798968076706,0.23312626779079437,0.24065914750099182,0.21648310124874115,2,0.20450247824192047,0.26615989208221436,0.2516370415687561,0.22691860795021057,1,0.2184758335351944,0.2488955557346344,0.22388142347335815,0.2011573314666748,1
5100352031.avi,3,0.2209041714668274,0.19970867037773132,0.2391079068183899,0.21237947046756744,2,0.2260623723268509,0.2570505738258362,0.23544996976852417,0.21631215512752533,1,0.23156557977199554,0.23965927958488464,0.2604713439941406,0.20929540693759918,2
8264120254.avi,1,0.21180622279644012,0.22872191667556763,0.23340579867362976,0.20752578973770142,2,0.2107270359992981,0.24649037420749664,0.2265143245458603,0.2069620043039322,1,0.21903830766677856,0.2319139987230301,0.23803648352622986,0.20313796401023865,2
88265402880.mp4,2,0.2584225535392761,0.274387001991272,0.2741822898387909,0.25949370861053467,1,0.23906075954437256,0.2882457971572876,0.29025405645370483,0.2548443078994751,2,0.23430058360099792,0.26713770627975464,0.2592131495475769,0.2556277811527252,1
5000672012.avi,2,0.21412557363510132,0.23374870419502258,0.24397090077400208,0.21663962304592133,2,0.1898510605096817,0.25157982110977173,0.24447041749954224,0.19991907477378845,1,0.1894296258687973,0.24701447784900665,0.2299777865409851,0.1871756762266159,1
5000951047.avi,2,0.2012530118227005,0.22123850882053375,0.23943054676055908,0.21060949563980103,2,0.2084689438343048,0.2589709758758545,0.2402404248714447,0.20646816492080688,1,0.21031665802001953,0.23536796867847443,0.2371237874031067,0.19400471448898315,2
5100422073.avi,2,0.1942090392112732,0.21946415305137634,0.23033088445663452,0.21592465043067932,2,0.1898285448551178,0.2385912537574768,0.24280968308448792,0.22015421092510223,2,0.20036868751049042,0.2332078218460083,0.23673540353775024,0.20508268475532532,2
9877360185.avi,2,0.2234756350517273,0.2394128292798996,0.23875120282173157,0.23497839272022247,1,0.21379134058952332,0.2670224606990814,0.24662739038467407,0.22642260789871216,1,0.250803142786026,0.25769537687301636,0.2804204821586609,0.24794268608093262,2
5100372011.avi,3,0.21380949020385742,0.21031013131141663,0.22409409284591675,0.1998160481452942,2,0.1927640736103058,0.24009835720062256,0.23437032103538513,0.20357486605644226,1,0.20023846626281738,0.23649197816848755,0.21960647404193878,0.2047336846590042,1
9877360127.avi,2,0.2519047260284424,0.2575106620788574,0.25780102610588074,0.24325411021709442,2,0.22798660397529602,0.28067901730537415,0.2629351317882538,0.23413553833961487,1,0.2510731518268585,0.2604382634162903,0.2708781361579895,0.25082191824913025,2
5100472021.avi,3,0.23402254283428192,0.22437343001365662,0.25393959879875183,0.21517004072666168,2,0.2433399111032486,0.2684101462364197,0.26936107873916626,0.21768192946910858,2,0.21481549739837646,0.24075466394424438,0.2404337078332901,0.21783208847045898,1
5100451027.avi,3,0.23766730725765228,0.2321949452161789,0.2635590434074402,0.23340429365634918,2,0.20277012884616852,0.24156306684017181,0.2466842085123062,0.20941859483718872,2,0.20296622812747955,0.2535473108291626,0.24206750094890594,0.20817667245864868,1
8264120240.avi,0,0.24180957674980164,0.24913901090621948,0.2426157295703888,0.22799000144004822,1,0.23492029309272766,0.26046544313430786,0.24682603776454926,0.23333564400672913,1,0.24383984506130219,0.268186092376709,0.2651798129081726,0.21250532567501068,1
5000951027.avi,1,0.18959787487983704,0.21504369378089905,0.22487996518611908,0.19643333554267883,2,0.17887574434280396,0.21860472857952118,0.20965200662612915,0.17380493879318237,1,0.1964135617017746,0.2171853631734848,0.21782433986663818,0.17749372124671936,2
5100402015.avi,2,0.21906867623329163,0.231093168258667,0.2376779317855835,0.22110046446323395,2,0.19502639770507812,0.2562994658946991,0.23777049779891968,0.21392910182476044,1,0.2151617556810379,0.24621883034706116,0.22683483362197876,0.19866979122161865,1
9403280246.avi,3,0.23371875286102295,0.24663087725639343,0.24946758151054382,0.2486826330423355,2,0.2113308608531952,0.2616981267929077,0.26836973428726196,0.23804408311843872,2,0.2050570249557495,0.22671091556549072,0.24943026900291443,0.21679864823818207,2
9289010114.avi,1,0.25887924432754517,0.25924116373062134,0.2658858001232147,0.26117128133773804,2,0.26336318254470825,0.30065736174583435,0.3122757077217102,0.24403750896453857,2,0.23437383770942688,0.24331924319267273,0.26878491044044495,0.27955350279808044,3
5100351042.avi,1,0.2210373878479004,0.20878508687019348,0.24576213955879211,0.21730594336986542,2,0.21441635489463806,0.2624516487121582,0.2413082718849182,0.2169412225484848,1,0.2209276556968689,0.24639755487442017,0.25179851055145264,0.20029455423355103,2
5000671038.avi,2,0.20426970720291138,0.22962155938148499,0.2285931259393692,0.20971748232841492,1,0.21459554135799408,0.26973462104797363,0.25735101103782654,0.22030586004257202,1,0.20888808369636536,0.23593084514141083,0.2364042103290558,0.20836272835731506,2
88265401660.mp4,3,0.2546674609184265,0.24205200374126434,0.24995332956314087,0.23594695329666138,0,0.24063950777053833,0.2700226306915283,0.26968222856521606,0.22722917795181274,1,0.2355821579694748,0.24307414889335632,0.24651478230953217,0.23917342722415924,2
907001310.mp4,3,0.24313613772392273,0.2590886950492859,0.26830407977104187,0.25513219833374023,2,0.21500277519226074,0.2645171284675598,0.2721365690231323,0.24177587032318115,2,0.20867937803268433,0.26487213373184204,0.24814189970493317,0.2341369241476059,1
5100452023.avi,2,0.22471101582050323,0.2229529768228531,0.2571156322956085,0.22506240010261536,2,0.19503140449523926,0.2429114282131195,0.2431083768606186,0.20346759259700775,2,0.2003781795501709,0.24196407198905945,0.24427971243858337,0.2103036344051361,2
8264120127.avi,1,0.19478213787078857,0.2227463722229004,0.22540374100208282,0.1917266845703125,2,0.19203835725784302,0.23142576217651367,0.2150244563817978,0.19911432266235352,1,0.21475110948085785,0.21726593375205994,0.23753604292869568,0.19705389440059662,2
8264120263.avi,1,0.2344113290309906,0.2352907359600067,0.23394156992435455,0.21052449941635132,1,0.24868911504745483,0.2593059539794922,0.24855728447437286,0.21149155497550964,1,0.23123475909233093,0.24551764130592346,0.2460603415966034,0.21791696548461914,2
5100471012.avi,2,0.22531455755233765,0.2197738140821457,0.25079694390296936,0.20698057115077972,2,0.20411181449890137,0.25365668535232544,0.24841050803661346,0.20099873840808868,1,0.20063309371471405,0.23271632194519043,0.2262669801712036,0.1987898349761963,1
5100091012.avi,2,0.21463701128959656,0.21611061692237854,0.25067585706710815,0.2155066728591919,2,0.18770965933799744,0.2349766492843628,0.22271785140037537,0.1954234391450882,1,0.20987561345100403,0.24981218576431274,0.24757841229438782,0.20531359314918518,1
5000442015.avi,2,0.22813162207603455,0.2506353557109833,0.2481694221496582,0.23449358344078064,1,0.2189035713672638,0.2586538791656494,0.2580941915512085,0.2179166078567505,1,0.24084234237670898,0.26247459650039673,0.26200535893440247,0.23022373020648956,1
5100381037.avi,2,0.24511198699474335,0.2624950408935547,0.24217931926250458,0.23142170906066895,1,0.23829297721385956,0.27061212062835693,0.24813613295555115,0.24278157949447632,1,0.25060251355171204,0.27812492847442627,0.2503255605697632,0.21172386407852173,1
5100091025.avi,2,0.20669695734977722,0.20602843165397644,0.23981156945228577,0.2156461477279663,2,0.2001558095216751,0.23658306896686554,0.21671707928180695,0.2084694504737854,1,0.22803616523742676,0.25277259945869446,0.2653765082359314,0.22560715675354004,2
5100092040.avi,3,0.2295900285243988,0.22606772184371948,0.2511134147644043,0.23360607028007507,2,0.22137261927127838,0.24810391664505005,0.24946825206279755,0.2359967827796936,2,0.24961715936660767,0.28063809871673584,0.2923283576965332,0.2619589567184448,2
5000952015.avi,3,0.19393780827522278,0.21685902774333954,0.2396763265132904,0.20730222761631012,2,0.2040427178144455,0.2544747591018677,0.23461847007274628,0.19974981248378754,1,0.20009095966815948,0.23429632186889648,0.22749435901641846,0.18499259650707245,1
5100351004.avi,2,0.18747065961360931,0.187261164188385,0.2172793447971344,0.1924808919429779,2,0.22019191086292267,0.2562589645385742,0.2141539305448532,0.21051664650440216,1,0.23751240968704224,0.23504593968391418,0.26495257019996643,0.19880177080631256,2
5100471045.avi,2,0.22823506593704224,0.22037097811698914,0.24797146022319794,0.21205145120620728,2,0.20930996537208557,0.25168153643608093,0.24382664263248444,0.20525352656841278,1,0.19778497517108917,0.2382126748561859,0.2167360484600067,0.1958259642124176,1
5100382011.avi,3,0.22724607586860657,0.2501446008682251,0.23125417530536652,0.21295109391212463,1,0.20990274846553802,0.25137656927108765,0.23192039132118225,0.22821781039237976,1,0.23084551095962524,0.2616060972213745,0.22790224850177765,0.19955988228321075,1
8264120136.avi,2,0.20799776911735535,0.24622410535812378,0.23066848516464233,0.213583305478096,1,0.1870861053466797,0.23596084117889404,0.22720317542552948,0.20126253366470337,1,0.20827223360538483,0.22578458487987518,0.23872068524360657,0.20611998438835144,2
9403280241.avi,3,0.20471316576004028,0.2095351219177246,0.237326517701149,0.23560446500778198,2,0.20192913711071014,0.22928771376609802,0.2513540983200073,0.2264162003993988,2,0.19715766608715057,0.2026168406009674,0.2353757917881012,0.23109592497348785,2
5100471069.avi,3,0.21614664793014526,0.20876792073249817,0.24526908993721008,0.20400959253311157,2,0.19590696692466736,0.23628899455070496,0.2323974072933197,0.18651703000068665,1,0.19782492518424988,0.2317546308040619,0.2274101823568344,0.19423571228981018,1
5000672019.avi,3,0.19948764145374298,0.22519409656524658,0.22752606868743896,0.20338550209999084,2,0.20245803892612457,0.25757884979248047,0.2523910403251648,0.2075498402118683,1,0.1929565966129303,0.23516523838043213,0.22717052698135376,0.19833387434482574,1
5000952038.avi,3,0.1838749200105667,0.19839581847190857,0.21735504269599915,0.1850186288356781,2,0.19419804215431213,0.24275703728199005,0.22389325499534607,0.1822390854358673,1,0.2016935646533966,0.21173346042633057,0.21851056814193726,0.18933454155921936,2
5100351010.avi,2,0.21521896123886108,0.20762889087200165,0.24237480759620667,0.22216835618019104,2,0.19815142452716827,0.24557887017726898,0.22120872139930725,0.21168948709964752,1,0.2201170027256012,0.24810567498207092,0.25528663396835327,0.19864429533481598,2
5000951024.avi,1,0.20207136869430542,0.22133153676986694,0.22676819562911987,0.20078426599502563,2,0.22450441122055054,0.2442627102136612,0.23015880584716797,0.19645962119102478,1,0.2250756025314331,0.2279663234949112,0.2370624542236328,0.19204361736774445,2
5100472001.avi,1,0.23917940258979797,0.22981728613376617,0.2512619197368622,0.21423503756523132,2,0.24403038620948792,0.2610142230987549,0.26771625876426697,0.2168179750442505,2,0.21947787702083588,0.2453332245349884,0.24365299940109253,0.22570890188217163,1
5000952062.avi,1,0.1660306602716446,0.1845526397228241,0.20210255682468414,0.1709212064743042,2,0.19463421404361725,0.23241622745990753,0.20426881313323975,0.16801440715789795,1,0.19754494726657867,0.20310914516448975,0.21920031309127808,0.181869775056839,2
5100361056.avi,2,0.22038793563842773,0.2085174024105072,0.25111228227615356,0.21588459610939026,2,0.19444236159324646,0.23939473927021027,0.24058955907821655,0.19196003675460815,2,0.21073129773139954,0.23115146160125732,0.24187926948070526,0.22744493186473846,2
5000952077.avi,2,0.18144379556179047,0.1962309628725052,0.2199791967868805,0.18574337661266327,2,0.20137527585029602,0.24445798993110657,0.2231849879026413,0.18355807662010193,1,0.20532989501953125,0.21600645780563354,0.22278271615505219,0.18808019161224365,2
5100401065.avi,1,0.21541371941566467,0.2321212887763977,0.23369434475898743,0.217277392745018,2,0.213690847158432,0.26523441076278687,0.23946231603622437,0.22649326920509338,1,0.23071280121803284,0.2503611445426941,0.235978364944458,0.21609917283058167,1
9403280260.avi,3,0.18121349811553955,0.18205678462982178,0.21891219913959503,0.2089337259531021,2,0.19185024499893188,0.23184682428836823,0.2366768717765808,0.21336346864700317,2,0.20323315262794495,0.19685378670692444,0.24040278792381287,0.22257348895072937,2
5100471080.avi,2,0.2181272804737091,0.20362593233585358,0.24324631690979004,0.20473015308380127,2,0.19704121351242065,0.23215356469154358,0.22664377093315125,0.18814601004123688,1,0.1973312795162201,0.23387986421585083,0.22937218844890594,0.19341391324996948,1
5100342008.avi,2,0.22090938687324524,0.21589761972427368,0.2449086308479309,0.2241886854171753,2,0.21593131124973297,0.2617270052433014,0.24597176909446716,0.22853592038154602,1,0.24878893792629242,0.25786495208740234,0.27175700664520264,0.21574074029922485,2
5100381054.avi,2,0.22667986154556274,0.24698464572429657,0.23125718533992767,0.2191978245973587,1,0.21242831647396088,0.24765163660049438,0.23263728618621826,0.22472122311592102,1,0.22325469553470612,0.2595558166503906,0.22788509726524353,0.1976216733455658,1
9289010210.avi,3,0.252246230840683,0.25862985849380493,0.2611004710197449,0.2633538246154785,3,0.24225880205631256,0.2987326383590698,0.3151513338088989,0.2444619983434677,2,0.22288858890533447,0.2463696002960205,0.26009562611579895,0.27862223982810974,3
5100462045.avi,2,0.16910487413406372,0.1937047243118286,0.19875779747962952,0.18722890317440033,2,0.15958568453788757,0.20843085646629333,0.21106073260307312,0.17175500094890594,2,0.17248296737670898,0.21523715555667877,0.22033186256885529,0.1786508709192276,2
9289010276.avi,1,0.27767616510391235,0.29338473081588745,0.2862432301044464,0.29254478216171265,1,0.24000628292560577,0.305603563785553,0.3135753571987152,0.272786021232605,2,0.2271375060081482,0.27471083402633667,0.27477818727493286,0.28752368688583374,3
9877360234.avi,3,0.24291479587554932,0.26340025663375854,0.25862663984298706,0.23976734280586243,1,0.2229691445827484,0.2820259928703308,0.2508741617202759,0.22836190462112427,1,0.25158068537712097,0.25608423352241516,0.2753095030784607,0.2504209876060486,2
5100401062.avi,3,0.21813736855983734,0.2322048544883728,0.23681245744228363,0.21312233805656433,2,0.2095947414636612,0.26407909393310547,0.2437228262424469,0.22024379670619965,1,0.21845683455467224,0.24607625603675842,0.22476902604103088,0.1999463140964508,1
5000672048.avi,2,0.19486530125141144,0.22276857495307922,0.2189265787601471,0.19991855323314667,1,0.2002354860305786,0.2512931823730469,0.24479477107524872,0.20288532972335815,1,0.18907156586647034,0.22762709856033325,0.21680960059165955,0.19847390055656433,1
5000671070.avi,1,0.20469322800636292,0.22985221445560455,0.22448207437992096,0.20511183142662048,1,0.1979292631149292,0.25233912467956543,0.2469007670879364,0.2042643427848816,1,0.19046999514102936,0.23499290645122528,0.2193584144115448,0.19203051924705505,1
8264120156.avi,1,0.25632739067077637,0.2604060173034668,0.23740051686763763,0.23044337332248688,1,0.238676518201828,0.26865723729133606,0.24517668783664703,0.24128609895706177,1,0.24707749485969543,0.2672051191329956,0.24873873591423035,0.22104553878307343,1
907001950.mp4,1,0.2656285762786865,0.26496821641921997,0.2776467800140381,0.25773918628692627,2,0.2691861689090729,0.2887996435165405,0.29016900062561035,0.24845805764198303,2,0.24995826184749603,0.27780139446258545,0.2693555951118469,0.260662317276001,1
88265402690.mp4,3,0.25859418511390686,0.2577502131462097,0.27006715536117554,0.256938099861145,2,0.23624417185783386,0.27320051193237305,0.28805238008499146,0.26124051213264465,2,0.24537909030914307,0.2648410201072693,0.2628103196620941,0.2558441162109375,1
5100401043.avi,1,0.20506662130355835,0.2233944833278656,0.22725866734981537,0.20418787002563477,2,0.2070521116256714,0.26318955421447754,0.2448321282863617,0.21274064481258392,1,0.2173418253660202,0.236857607960701,0.22316931188106537,0.20369529724121094,1
998826011.avi,3,0.19088217616081238,0.20075325667858124,0.22824668884277344,0.2193583995103836,2,0.21872484683990479,0.2710656523704529,0.26606956124305725,0.23156271874904633,1,0.21532198786735535,0.21741382777690887,0.25879448652267456,0.2644619941711426,3
5100461038.avi,2,0.16326117515563965,0.19388940930366516,0.19589635729789734,0.18772730231285095,2,0.15496718883514404,0.19180119037628174,0.20384663343429565,0.17273364961147308,2,0.16878217458724976,0.21633923053741455,0.22101010382175446,0.1753172129392624,2
5100092061.avi,3,0.21921522915363312,0.226706400513649,0.25170406699180603,0.23112516105175018,2,0.2119331806898117,0.24051052331924438,0.24514690041542053,0.22370308637619019,2,0.21681097149848938,0.2657437324523926,0.2579178512096405,0.24028390645980835,1
5100421026.avi,3,0.1979624330997467,0.22261342406272888,0.2377249300479889,0.2210361808538437,2,0.17713910341262817,0.23375369608402252,0.24459999799728394,0.21832917630672455,2,0.19025979936122894,0.23363244533538818,0.23233698308467865,0.2007480263710022,1
8264120132.avi,2,0.2363378405570984,0.25340843200683594,0.2503642439842224,0.23544929921627045,1,0.21899127960205078,0.24492916464805603,0.24692405760288239,0.2278698831796646,2,0.22732898592948914,0.2406514585018158,0.25009846687316895,0.2059587836265564,2
5100341033.avi,2,0.19014790654182434,0.19124773144721985,0.23771558701992035,0.1886284053325653,2,0.19984208047389984,0.23934495449066162,0.2187843918800354,0.18668201565742493,1,0.2228623479604721,0.2273118495941162,0.252960741519928,0.19653746485710144,2
88265401740.mp4,3,0.24899373948574066,0.2474883496761322,0.2447630763053894,0.23279446363449097,0,0.24520336091518402,0.2741400897502899,0.2652285099029541,0.22934909164905548,1,0.2415877729654312,0.24601736664772034,0.2492625117301941,0.23119699954986572,2
88265401750.mp4,1,0.25215238332748413,0.24933359026908875,0.2562396824359894,0.24316805601119995,2,0.24733418226242065,0.27855050563812256,0.2849135994911194,0.2362954020500183,2,0.22557218372821808,0.2516927421092987,0.24236294627189636,0.25580769777297974,3
5100472005.avi,2,0.214253768324852,0.21236948668956757,0.23451636731624603,0.19911299645900726,2,0.22022633254528046,0.25019222497940063,0.24097862839698792,0.20307108759880066,1,0.21207213401794434,0.2320033460855484,0.2360769659280777,0.2084512710571289,2
88265401190.mp4,3,0.2740464210510254,0.2848352789878845,0.2876392602920532,0.27508610486984253,2,0.24437840282917023,0.3079228103160858,0.2961590886116028,0.2639049291610718,1,0.2531808018684387,0.2903417944908142,0.27753254771232605,0.2590906023979187,1
8264120229.avi,2,0.20875653624534607,0.22727066278457642,0.23384955525398254,0.20701441168785095,2,0.19734245538711548,0.23637156188488007,0.22509494423866272,0.20440807938575745,1,0.21044427156448364,0.24268797039985657,0.24150380492210388,0.2042039930820465,1
5100342022.avi,0,0.26251983642578125,0.24843482673168182,0.27286967635154724,0.2621443569660187,2,0.27530553936958313,0.27366432547569275,0.29690492153167725,0.2756362557411194,2,0.2767309546470642,0.26690128445625305,0.3004854619503021,0.27807027101516724,2
5000671065.avi,2,0.1917271465063095,0.221848726272583,0.22133958339691162,0.1975182145833969,1,0.20794497430324554,0.2558351159095764,0.24611152708530426,0.19419190287590027,1,0.20406441390514374,0.22547303140163422,0.24117760360240936,0.20317527651786804,2
5100471047.avi,3,0.2298065721988678,0.21545985341072083,0.25067830085754395,0.2097657024860382,2,0.2161167860031128,0.25326162576675415,0.2454473376274109,0.20045901834964752,1,0.2112177461385727,0.2320503294467926,0.23180946707725525,0.2097797840833664,1
5000951015.avi,3,0.20899751782417297,0.2230011522769928,0.24202606081962585,0.2102944254875183,2,0.23779045045375824,0.2610131502151489,0.23922620713710785,0.21671898663043976,1,0.2496960312128067,0.23946040868759155,0.25855591893196106,0.20798292756080627,2
5000441009.avi,3,0.20529475808143616,0.23363208770751953,0.23834022879600525,0.22277873754501343,2,0.2009764462709427,0.2509321868419647,0.2506084740161896,0.20640748739242554,1,0.22166943550109863,0.238235205411911,0.2414558082818985,0.2195427417755127,2
8264120150.avi,1,0.22949284315109253,0.24365302920341492,0.24459682404994965,0.22852277755737305,2,0.23393896222114563,0.2676123082637787,0.24916870892047882,0.23514948785305023,1,0.23755790293216705,0.26009032130241394,0.25687095522880554,0.2118678092956543,1
9403280138.avi,2,0.20519916713237762,0.2103857547044754,0.2299148142337799,0.23113533854484558,3,0.20530667901039124,0.25113439559936523,0.2525205612182617,0.22879979014396667,2,0.22253787517547607,0.20810922980308533,0.25183120369911194,0.2341936230659485,2
5000952064.avi,3,0.16900621354579926,0.18751473724842072,0.21066655218601227,0.17682196199893951,2,0.1883590966463089,0.23756974935531616,0.2171783298254013,0.1752845197916031,1,0.19692233204841614,0.20680129528045654,0.21865688264369965,0.18543469905853271,2
5000441046.avi,3,0.20161837339401245,0.23256343603134155,0.22978290915489197,0.216343492269516,1,0.19656336307525635,0.2379072904586792,0.24036218225955963,0.20230141282081604,2,0.2198902666568756,0.2355092465877533,0.2424323856830597,0.22144348919391632,2
5100402062.avi,1,0.21655723452568054,0.22909663617610931,0.2341551035642624,0.2143106907606125,2,0.21678131818771362,0.2747544050216675,0.251298725605011,0.22568535804748535,1,0.22807082533836365,0.2422623187303543,0.2291233390569687,0.20624278485774994,1
8264120243.avi,1,0.24740883708000183,0.2486312985420227,0.2144826054573059,0.2161247730255127,1,0.23015107214450836,0.25064367055892944,0.22169074416160583,0.2211136817932129,1,0.25057297945022583,0.25095951557159424,0.23598814010620117,0.20416995882987976,1
5100341038.avi,2,0.20476162433624268,0.20631176233291626,0.24375228583812714,0.20064444839954376,2,0.19188375771045685,0.2410927563905716,0.22535547614097595,0.18976415693759918,1,0.21627894043922424,0.2352866232395172,0.24385005235671997,0.18875673413276672,2
5100341043.avi,1,0.20248118042945862,0.20474570989608765,0.24451395869255066,0.19984744489192963,2,0.18590307235717773,0.23413324356079102,0.22586488723754883,0.18838214874267578,1,0.21283893287181854,0.23319236934185028,0.24390649795532227,0.1953103393316269,2
5100472027.avi,3,0.21387527883052826,0.20971935987472534,0.2404830902814865,0.20290279388427734,2,0.19326980412006378,0.2388160675764084,0.23179075121879578,0.19654029607772827,1,0.18512773513793945,0.2331356406211853,0.21008867025375366,0.18985119462013245,1
5100381058.avi,2,0.22611957788467407,0.24799558520317078,0.23164713382720947,0.21898920834064484,1,0.22100242972373962,0.25012266635894775,0.23421557247638702,0.22697943449020386,1,0.240558922290802,0.2626115381717682,0.24594132602214813,0.20841047167778015,1
987736017.avi,2,0.25140970945358276,0.2621961236000061,0.2656368911266327,0.2536740303039551,2,0.20735344290733337,0.2661409080028534,0.2541770935058594,0.23377016186714172,1,0.2570517063140869,0.2671085298061371,0.27471625804901123,0.23451334238052368,2
5000671061.avi,1,0.2064870297908783,0.22729907929897308,0.22735634446144104,0.2072949856519699,2,0.21978411078453064,0.2642490863800049,0.25606799125671387,0.21305552124977112,1,0.20863857865333557,0.24125096201896667,0.2385924756526947,0.20833542943000793,1
5000671010.avi,3,0.1985032856464386,0.22380703687667847,0.2276855856180191,0.2097385674715042,2,0.21161705255508423,0.25751596689224243,0.2517182230949402,0.2030986249446869,1,0.2119021713733673,0.23303639888763428,0.24384067952632904,0.20191353559494019,2
5100381008.avi,2,0.2314864695072174,0.2579415738582611,0.2409682422876358,0.2259387969970703,1,0.20494170486927032,0.2395866960287094,0.23171958327293396,0.2239256203174591,1,0.23040184378623962,0.2652851343154907,0.24147653579711914,0.20636239647865295,1
9877360147.avi,3,0.23879127204418182,0.24706342816352844,0.25563275814056396,0.23583370447158813,2,0.22125516831874847,0.2747092545032501,0.2574853003025055,0.22837135195732117,1,0.24701987206935883,0.2513520419597626,0.2717820405960083,0.2470933198928833,2
5000952054.avi,2,0.17214100062847137,0.18999704718589783,0.2103257179260254,0.1756189912557602,2,0.19788073003292084,0.23993520438671112,0.21477659046649933,0.17619848251342773,1,0.20339971780776978,0.20986789464950562,0.2224220633506775,0.18536967039108276,2
5000952034.avi,1,0.19106698036193848,0.21214810013771057,0.2295445054769516,0.19839268922805786,2,0.213015615940094,0.2577309012413025,0.23682458698749542,0.20315948128700256,1,0.20773424208164215,0.22600477933883667,0.22701171040534973,0.19437995553016663,2
88265402660.mp4,3,0.26756060123443604,0.2769674062728882,0.2755777835845947,0.2637711763381958,1,0.23971790075302124,0.28745394945144653,0.2962132692337036,0.252835750579834,2,0.24691647291183472,0.27421003580093384,0.26888954639434814,0.2577398419380188,1
5100401011.avi,2,0.2212228775024414,0.232485830783844,0.24166980385780334,0.21966159343719482,2,0.2014717012643814,0.26355183124542236,0.24606439471244812,0.22507092356681824,1,0.22093717753887177,0.2497272938489914,0.22671952843666077,0.20174367725849152,1
8264120282.avi,1,0.21803352236747742,0.23313212394714355,0.2361747920513153,0.2182227075099945,2,0.22311490774154663,0.2548680901527405,0.24269133806228638,0.23036441206932068,1,0.2256747931241989,0.25429511070251465,0.2605908513069153,0.2282441407442093,2
5100462003.avi,1,0.16033326089382172,0.1874336153268814,0.1931094378232956,0.18340598046779633,2,0.16360870003700256,0.20104502141475677,0.2039889693260193,0.173909991979599,2,0.17894446849822998,0.2243790626525879,0.2319822907447815,0.18468719720840454,2
